celsius_temperature,specific_heat_capacity
859.85,0.6125
859.98,0.6124
860.10,0.6122
860.23,0.6122
860.34,0.6121
860.47,0.6121
860.59,0.6119
860.71,0.6118
860.83,0.6118
860.96,0.6116
861.08,0.6115
861.21,0.6115
861.33,0.6114
861.45,0.6114
861.57,0.6113
861.69,0.6112
861.82,0.6111
861.94,0.6110
862.06,0.6109
862.18,0.6109
862.31,0.6108
862.43,0.6107
862.56,0.6105
862.68,0.6105
862.80,0.6102
862.93,0.6101
863.04,0.6101
863.17,0.6100
863.29,0.6099
863.41,0.6098
863.54,0.6098
863.66,0.6097
863.79,0.6097
863.91,0.6096
864.03,0.6095
864.15,0.6095
864.28,0.6095
864.40,0.6093
864.52,0.6092
864.65,0.6092
864.77,0.6092
864.89,0.6092
865.02,0.6091
865.14,0.6090
865.26,0.6088
865.39,0.6088
865.51,0.6088
865.63,0.6088
865.76,0.6087
865.88,0.6086
866.00,0.6085
866.12,0.6085
866.25,0.6084
866.37,0.6084
866.50,0.6084
866.62,0.6083
866.74,0.6082
866.87,0.6082
866.99,0.6081
867.10,0.6080
867.23,0.6080
867.35,0.6080
867.48,0.6079
867.60,0.6078
867.72,0.6079
867.85,0.6078
867.97,0.6078
868.09,0.6077
868.22,0.6076
868.33,0.6076
868.45,0.6077
868.58,0.6076
868.70,0.6076
868.83,0.6076
868.95,0.6076
869.07,0.6076
869.20,0.6076
869.32,0.6075
869.44,0.6075
869.56,0.6075
869.69,0.6075
869.81,0.6074
869.94,0.6074
870.06,0.6073
870.18,0.6072
870.31,0.6073
870.43,0.6072
870.55,0.6073
870.67,0.6073
870.80,0.6073
870.92,0.6072
871.04,0.6072
871.16,0.6072
871.29,0.6072
871.41,0.6072
871.53,0.6073
871.65,0.6072
871.78,0.6073
871.90,0.6072
872.02,0.6072
872.14,0.6072
872.27,0.6072
872.39,0.6073
872.52,0.6072
872.64,0.6073
872.76,0.6072
872.89,0.6072
873.01,0.6072
873.13,0.6072
873.26,0.6073
873.38,0.6073
873.50,0.6072
873.62,0.6073
873.75,0.6073
873.87,0.6072
873.99,0.6073
874.11,0.6073
874.24,0.6073
874.36,0.6072
874.48,0.6072
874.61,0.6071
874.73,0.6070
874.85,0.6070
874.98,0.6071
875.10,0.6070
875.23,0.6070
875.35,0.6070
875.47,0.6069
875.60,0.6070
875.72,0.6069
875.85,0.6069
875.97,0.6069
876.09,0.6069
876.21,0.6069
876.33,0.6068
876.45,0.6068
876.58,0.6068
876.70,0.6068
876.83,0.6069
876.95,0.6067
877.07,0.6066
877.20,0.6067
877.32,0.6067
877.44,0.6067
877.57,0.6067
877.69,0.6067
877.81,0.6067
877.93,0.6067
878.06,0.6067
878.18,0.6067
878.30,0.6067
878.42,0.6067
878.55,0.6066
878.67,0.6065
878.79,0.6065
878.91,0.6065
879.04,0.6065
879.16,0.6065
879.28,0.6065
879.40,0.6064
879.52,0.6065
879.65,0.6065
879.78,0.6066
879.90,0.6065
880.02,0.6066
880.14,0.6065
880.27,0.6066
880.39,0.6066
880.52,0.6066
880.64,0.6066
880.76,0.6066
880.88,0.6066
881.01,0.6066
881.13,0.6065
881.25,0.6067
881.38,0.6067
881.50,0.6067
881.62,0.6067
881.75,0.6067
881.86,0.6067
881.99,0.6067
882.12,0.6067
882.24,0.6066
882.36,0.6065
882.49,0.6066
882.61,0.6066
882.72,0.6065
882.85,0.6065
882.97,0.6065
883.10,0.6066
883.22,0.6065
883.34,0.6066
883.47,0.6066
883.60,0.6067
883.72,0.6067
883.84,0.6067
883.96,0.6066
884.08,0.6066
884.21,0.6066
884.33,0.6066
884.45,0.6066
884.57,0.6067
884.70,0.6067
884.82,0.6067
884.94,0.6068
885.07,0.6068
885.19,0.6068
885.31,0.6068
885.44,0.6069
885.56,0.6069
885.68,0.6069
885.81,0.6069
885.93,0.6070
886.05,0.6070
886.18,0.6069
886.30,0.6070
886.42,0.6070
886.55,0.6069
886.67,0.6069
886.79,0.6069
886.92,0.6069
887.03,0.6068
887.16,0.6068
887.28,0.6068
887.40,0.6068
887.52,0.6068
887.65,0.6067
887.77,0.6067
887.89,0.6067
888.02,0.6067
888.14,0.6067
888.27,0.6066
888.39,0.6066
888.51,0.6066
888.63,0.6066
888.76,0.6066
888.88,0.6066
889.00,0.6067
889.12,0.6066
889.25,0.6066
889.37,0.6067
889.49,0.6067
889.61,0.6066
889.73,0.6066
889.85,0.6066
889.98,0.6066
890.10,0.6067
890.23,0.6067
890.35,0.6068
890.47,0.6067
890.59,0.6067
890.72,0.6067
890.84,0.6068
890.96,0.6068
891.08,0.6068
891.21,0.6068
891.33,0.6068
891.45,0.6068
891.58,0.6068
891.70,0.6068
891.82,0.6069
891.95,0.6069
892.07,0.6069
892.19,0.6070
892.32,0.6070
892.44,0.6069
892.56,0.6070
892.68,0.6071
892.81,0.6071
892.93,0.6072
893.05,0.6072
893.17,0.6072
893.30,0.6073
893.42,0.6073
893.54,0.6073
893.67,0.6073
893.79,0.6073
893.91,0.6075
894.04,0.6075
894.16,0.6075
894.28,0.6075
894.40,0.6075
894.53,0.6076
894.65,0.6077
894.78,0.6077
894.90,0.6077
895.02,0.6078
895.14,0.6079
895.27,0.6080
895.39,0.6080
895.51,0.6080
895.64,0.6080
895.76,0.6080
895.88,0.6080
896.00,0.6081
896.13,0.6082
896.25,0.6083
896.38,0.6084
896.50,0.6084
896.62,0.6085
896.75,0.6085
896.87,0.6086
896.99,0.6086
897.12,0.6086
897.24,0.6086
897.36,0.6086
897.48,0.6087
897.60,0.6087
897.73,0.6088
897.85,0.6088
897.97,0.6089
898.10,0.6089
898.22,0.6091
898.34,0.6089
898.47,0.6089
898.59,0.6090
898.71,0.6090
898.83,0.6090
898.95,0.6091
899.08,0.6090
899.20,0.6090
899.32,0.6090
899.44,0.6090
899.57,0.6091
899.69,0.6092
899.81,0.6091
899.94,0.6092
900.06,0.6091
900.18,0.6091
900.30,0.6091
900.43,0.6091
900.55,0.6091
900.68,0.6091
900.80,0.6091
900.92,0.6091
901.04,0.6091
901.16,0.6091
901.29,0.6091
901.41,0.6090
901.53,0.6091
901.66,0.6090
901.78,0.6091
901.90,0.6091
902.02,0.6091
902.15,0.6091
902.27,0.6090
902.40,0.6090
902.52,0.6090
902.64,0.6090
902.76,0.6090
902.89,0.6090
903.01,0.6089
903.13,0.6089
903.26,0.6089
903.38,0.6089
903.50,0.6089
903.62,0.6090
903.74,0.6089
903.87,0.6089
903.99,0.6090
904.11,0.6089
904.23,0.6089
904.36,0.6088
904.49,0.6089
904.61,0.6090
904.72,0.6090
904.85,0.6090
904.98,0.6090
905.10,0.6090
905.22,0.6090
905.34,0.6091
905.47,0.6090
905.59,0.6090
905.71,0.6090
905.83,0.6090
905.96,0.6090
906.08,0.6091
906.20,0.6092
906.33,0.6092
906.45,0.6092
906.57,0.6092
906.70,0.6092
906.82,0.6093
906.94,0.6094
907.07,0.6095
907.19,0.6094
907.32,0.6095
907.44,0.6095
907.56,0.6095
907.68,0.6096
907.80,0.6096
907.93,0.6096
908.05,0.6096
908.17,0.6097
908.29,0.6098
908.42,0.6098
908.54,0.6099
908.66,0.6100
908.79,0.6099
908.90,0.6100
909.03,0.6101
909.15,0.6101
909.28,0.6102
909.40,0.6102
909.52,0.6103
909.65,0.6103
909.77,0.6103
909.89,0.6103
910.02,0.6104
910.14,0.6105
910.26,0.6105
910.38,0.6106
910.51,0.6105
910.63,0.6105
910.75,0.6106
910.87,0.6107
911.00,0.6107
911.12,0.6107
911.24,0.6108
911.36,0.6107
911.49,0.6107
911.61,0.6108
911.73,0.6108
911.86,0.6108
911.98,0.6109
912.10,0.6109
912.23,0.6110
912.35,0.6110
912.47,0.6110
912.59,0.6111
912.71,0.6111
912.84,0.6111
912.96,0.6111
913.08,0.6112
913.21,0.6112
913.33,0.6113
913.45,0.6113
913.57,0.6114
913.70,0.6115
913.82,0.6115
913.94,0.6115
914.06,0.6115
914.19,0.6115
914.31,0.6115
914.44,0.6115
914.56,0.6115
914.68,0.6116
914.80,0.6117
914.93,0.6118
915.06,0.6118
915.18,0.6119
915.30,0.6120
915.43,0.6120
915.55,0.6121
915.67,0.6122
915.79,0.6122
915.91,0.6122
916.04,0.6123
916.16,0.6124
916.29,0.6124
916.41,0.6125
916.53,0.6125
916.65,0.6126
916.78,0.6126
916.90,0.6126
917.02,0.6127
917.15,0.6126
917.27,0.6127
917.40,0.6128
917.52,0.6128
917.64,0.6128
917.77,0.6128
917.89,0.6128
918.01,0.6129
918.14,0.6129
918.25,0.6129
918.38,0.6130
918.50,0.6131
918.62,0.6131
918.75,0.6132
918.87,0.6133
919.00,0.6133
919.12,0.6132
919.24,0.6131
919.36,0.6132
919.49,0.6132
919.61,0.6133
919.73,0.6133
919.85,0.6133
919.97,0.6133
920.10,0.6134
920.22,0.6134
920.34,0.6132
920.47,0.6133
920.59,0.6133
920.71,0.6132
920.83,0.6131
920.95,0.6131
921.08,0.6131
921.20,0.6131
921.32,0.6130
921.44,0.6130
921.57,0.6130
921.69,0.6130
921.81,0.6129
921.94,0.6129
922.06,0.6129
922.18,0.6128
922.31,0.6128
922.43,0.6128
922.55,0.6127
922.67,0.6127
922.79,0.6127
922.92,0.6127
923.04,0.6126
923.16,0.6126
923.28,0.6126
923.41,0.6126
923.53,0.6125
923.66,0.6124
923.77,0.6125
923.90,0.6126
924.02,0.6125
924.14,0.6125
924.27,0.6126
924.39,0.6126
924.51,0.6125
924.64,0.6125
924.76,0.6125
924.88,0.6125
925.00,0.6125
925.13,0.6126
925.25,0.6126
925.38,0.6126
925.50,0.6126
925.62,0.6126
925.74,0.6127
925.86,0.6127
925.99,0.6127
926.12,0.6127
926.24,0.6128
926.36,0.6128
926.48,0.6129
926.60,0.6129
926.73,0.6129
926.85,0.6129
926.97,0.6130
927.10,0.6131
927.21,0.6131
927.34,0.6131
927.47,0.6131
927.59,0.6131
927.71,0.6132
927.83,0.6132
927.96,0.6132
928.08,0.6132
928.20,0.6133
928.33,0.6134
928.45,0.6134
928.57,0.6133
928.70,0.6134
928.82,0.6134
928.94,0.6134
929.07,0.6135
929.19,0.6135
929.31,0.6135
929.44,0.6135
929.56,0.6134
929.68,0.6135
929.81,0.6136
929.92,0.6136
930.05,0.6136
930.17,0.6138
930.30,0.6139
930.42,0.6139
930.54,0.6139
930.66,0.6139
930.79,0.6140
930.91,0.6141
931.03,0.6140
931.15,0.6141
931.28,0.6141
931.41,0.6142
931.52,0.6141
931.65,0.6142
931.77,0.6142
931.89,0.6143
932.02,0.6142
932.14,0.6142
932.26,0.6143
932.38,0.6142
932.51,0.6143
932.63,0.6143
932.75,0.6144
932.87,0.6144
933.00,0.6144
933.12,0.6144
933.25,0.6144
933.37,0.6145
933.49,0.6145
933.61,0.6145
933.74,0.6145
933.86,0.6145
933.98,0.6146
934.10,0.6146
934.23,0.6146
934.35,0.6146
934.47,0.6146
934.60,0.6146
934.72,0.6146
934.84,0.6147
934.96,0.6147
935.09,0.6147
935.21,0.6147
935.33,0.6148
935.46,0.6149
935.58,0.6148
935.70,0.6149
935.83,0.6150
935.95,0.6150
936.07,0.6151
936.19,0.6152
936.32,0.6152
936.44,0.6152
936.56,0.6153
936.68,0.6152
936.81,0.6151
936.93,0.6152
937.05,0.6152
937.18,0.6153
937.30,0.6154
937.42,0.6154
937.54,0.6155
937.67,0.6155
937.79,0.6155
937.92,0.6155
938.03,0.6155
938.16,0.6156
938.28,0.6156
938.41,0.6156
938.53,0.6157
938.65,0.6157
938.78,0.6157
938.90,0.6158
939.02,0.6157
939.15,0.6157
939.27,0.6157
939.39,0.6156
939.51,0.6156
939.64,0.6157
939.76,0.6158
939.88,0.6157
940.01,0.6158
940.13,0.6158
940.25,0.6158
940.37,0.6158
940.50,0.6157
940.62,0.6157
940.75,0.6157
940.87,0.6156
940.99,0.6157
941.12,0.6157
941.24,0.6157
941.36,0.6157
941.48,0.6158
941.60,0.6158
941.73,0.6158
941.85,0.6157
941.97,0.6157
942.09,0.6157
942.22,0.6157
942.34,0.6157
942.46,0.6157
942.58,0.6156
942.71,0.6156
942.83,0.6156
942.95,0.6156
943.08,0.6156
943.20,0.6156
943.33,0.6156
943.45,0.6156
943.57,0.6155
943.70,0.6154
943.81,0.6153
943.94,0.6152
944.06,0.6153
944.18,0.6152
944.31,0.6152
944.43,0.6151
944.55,0.6150
944.68,0.6150
944.80,0.6149
944.92,0.6148
945.04,0.6148
945.16,0.6147
945.29,0.6146
945.42,0.6145
945.54,0.6145
945.66,0.6144
945.78,0.6143
945.90,0.6143
946.03,0.6144
946.15,0.6142
946.27,0.6142
946.39,0.6141
946.52,0.6142
946.64,0.6143
946.76,0.6143
946.89,0.6143
947.01,0.6144
947.13,0.6144
947.25,0.6145
947.38,0.6145
947.50,0.6145
947.62,0.6146
947.75,0.6147
947.87,0.6147
947.99,0.6148
948.12,0.6149
948.24,0.6149
948.36,0.6149
948.49,0.6149
948.61,0.6150
948.73,0.6150
948.86,0.6151
948.98,0.6152
949.10,0.6152
949.22,0.6153
949.34,0.6154
949.47,0.6155
949.59,0.6155
949.71,0.6157
949.84,0.6158
949.96,0.6158
950.09,0.6159
950.21,0.6159
950.33,0.6160
950.45,0.6160
950.58,0.6161
950.70,0.6161
950.82,0.6161
950.95,0.6162
951.07,0.6161
951.19,0.6163
951.32,0.6164
951.44,0.6164
951.56,0.6165
951.68,0.6166
951.81,0.6167
951.93,0.6167
952.05,0.6168
952.17,0.6168
952.29,0.6168
952.41,0.6169
952.54,0.6170
952.67,0.6171
952.79,0.6171
952.91,0.6171
953.03,0.6172
953.16,0.6174
953.28,0.6175
953.40,0.6176
953.53,0.6175
953.65,0.6175
953.77,0.6176
953.90,0.6176
954.02,0.6177
954.14,0.6177
954.27,0.6177
954.39,0.6178
954.51,0.6178
954.63,0.6178
954.76,0.6178
954.88,0.6178
955.00,0.6178
955.13,0.6179
955.25,0.6178
955.37,0.6179
955.50,0.6179
955.62,0.6179
955.74,0.6179
955.87,0.6179
955.99,0.6179
956.11,0.6179
956.24,0.6179
956.36,0.6180
956.48,0.6181
956.60,0.6181
956.73,0.6182
956.85,0.6182
956.97,0.6183
957.10,0.6184
957.22,0.6186
957.34,0.6186
957.46,0.6186
957.59,0.6187
957.71,0.6188
957.84,0.6189
957.96,0.6189
958.08,0.6189
958.21,0.6189
958.33,0.6190
958.46,0.6190
958.58,0.6190
958.70,0.6190
958.82,0.6192
958.95,0.6192
959.07,0.6193
959.19,0.6194
959.32,0.6195
959.44,0.6195
959.56,0.6195
959.69,0.6196
959.81,0.6196
959.93,0.6196
960.05,0.6197
960.18,0.6198
960.30,0.6200
960.42,0.6200
960.55,0.6200
960.67,0.6201
960.79,0.6202
960.91,0.6201
961.04,0.6202
961.16,0.6202
961.29,0.6202
961.41,0.6203
961.53,0.6203
961.66,0.6203
961.78,0.6204
961.90,0.6204
962.02,0.6204
962.14,0.6204
962.26,0.6204
962.39,0.6205
962.51,0.6204
962.63,0.6204
962.76,0.6204
962.88,0.6204
963.00,0.6203
963.12,0.6203
963.25,0.6202
963.37,0.6201
963.49,0.6202
963.62,0.6203
963.74,0.6203
963.86,0.6203
963.99,0.6202
964.11,0.6202
964.23,0.6202
964.36,0.6203
964.47,0.6203
964.60,0.6203
964.72,0.6204
964.84,0.6204
964.97,0.6205
965.09,0.6204
965.21,0.6204
965.34,0.6205
965.46,0.6205
965.58,0.6204
965.70,0.6204
965.83,0.6205
965.95,0.6206
966.08,0.6205
966.20,0.6205
966.32,0.6206
966.45,0.6206
966.57,0.6206
966.69,0.6207
966.81,0.6206
966.94,0.6206
967.06,0.6205
967.18,0.6205
967.30,0.6205
967.43,0.6205
967.55,0.6204
967.67,0.6203
967.79,0.6203
967.92,0.6203
968.04,0.6204
968.16,0.6204
968.28,0.6203
968.41,0.6203
968.53,0.6203
968.66,0.6202
968.78,0.6203
968.90,0.6203
969.03,0.6203
969.15,0.6203
969.27,0.6203
969.39,0.6201
969.51,0.6201
969.64,0.6200
969.76,0.6201
969.88,0.6201
970.00,0.6201
970.13,0.6201
970.25,0.6201
970.37,0.6201
970.50,0.6201
970.62,0.6201
970.74,0.6202
970.87,0.6202
970.99,0.6201
971.11,0.6201
971.24,0.6201
971.36,0.6202
971.48,0.6202
971.60,0.6202
971.72,0.6202
971.85,0.6201
971.97,0.6202
972.10,0.6203
972.22,0.6203
972.34,0.6204
972.46,0.6204
972.58,0.6204
972.70,0.6204
972.82,0.6205
972.95,0.6205
973.07,0.6205
973.20,0.6205
973.32,0.6206
973.44,0.6206
973.56,0.6205
973.68,0.6207
973.81,0.6207
973.93,0.6207
974.06,0.6207
974.18,0.6206
974.30,0.6205
974.43,0.6206
974.55,0.6206
974.67,0.6206
974.79,0.6206
974.92,0.6207
975.03,0.6206
975.16,0.6205
975.28,0.6206
975.40,0.6206
975.52,0.6207
975.65,0.6207
975.77,0.6207
975.90,0.6207
976.02,0.6208
976.14,0.6209
976.26,0.6209
976.39,0.6209
976.51,0.6209
976.63,0.6210
976.76,0.6210
976.88,0.6212
977.00,0.6214
977.13,0.6214
977.24,0.6214
977.37,0.6215
977.49,0.6215
977.61,0.6216
977.74,0.6217
977.86,0.6218
977.98,0.6219
978.10,0.6220
978.23,0.6221
978.35,0.6222
978.47,0.6222
978.60,0.6222
978.72,0.6221
978.84,0.6223
978.97,0.6223
979.09,0.6224
979.21,0.6224
979.33,0.6224
979.45,0.6225
979.58,0.6225
979.70,0.6226
979.82,0.6225
979.95,0.6226
980.07,0.6226
980.19,0.6226
980.32,0.6226
980.44,0.6225
980.56,0.6225
980.68,0.6225
980.81,0.6226
980.93,0.6227
981.05,0.6226
981.18,0.6226
981.30,0.6226
981.42,0.6226
981.55,0.6227
981.66,0.6226
981.79,0.6227
981.91,0.6228
982.04,0.6228
982.16,0.6227
982.28,0.6227
982.40,0.6228
982.52,0.6228
982.65,0.6227
982.77,0.6228
982.89,0.6228
983.01,0.6228
983.13,0.6228
983.26,0.6228
983.38,0.6229
983.50,0.6229
983.63,0.6229
983.75,0.6230
983.87,0.6230
983.99,0.6230
984.12,0.6231
984.24,0.6231
984.36,0.6232
984.48,0.6232
984.61,0.6233
984.73,0.6233
984.85,0.6233
984.97,0.6234
985.10,0.6233
985.22,0.6233
985.34,0.6234
985.46,0.6234
985.58,0.6234
985.71,0.6234
985.83,0.6235
985.96,0.6235
986.08,0.6235
986.20,0.6236
986.32,0.6235
986.44,0.6236
986.56,0.6236
986.69,0.6236
986.81,0.6237
986.94,0.6237
987.06,0.6237
987.18,0.6238
987.30,0.6240
987.43,0.6240
987.55,0.6240
987.67,0.6241
987.79,0.6241
987.91,0.6241
988.04,0.6242
988.16,0.6243
988.28,0.6242
988.41,0.6242
988.53,0.6243
988.65,0.6242
988.77,0.6242
988.90,0.6243
989.02,0.6244
989.14,0.6244
989.27,0.6244
989.39,0.6245
989.52,0.6245
989.64,0.6246
989.76,0.6246
989.88,0.6246
990.00,0.6246
990.13,0.6246
990.25,0.6247
990.37,0.6247
990.49,0.6246
990.62,0.6246
990.73,0.6246
990.86,0.6246
990.99,0.6245
991.11,0.6245
991.23,0.6245
991.35,0.6244
991.48,0.6244
991.60,0.6244
991.72,0.6244
991.84,0.6244
991.97,0.6244
992.09,0.6244
992.21,0.6244
992.34,0.6243
992.46,0.6243
992.58,0.6244
992.70,0.6243
992.82,0.6243
992.95,0.6243
993.07,0.6243
993.19,0.6243
993.31,0.6242
993.43,0.6242
993.56,0.6241
993.68,0.6242
993.81,0.6242
993.93,0.6242
994.05,0.6242
994.18,0.6241
994.30,0.6241
994.42,0.6242
994.54,0.6242
994.66,0.6242
994.79,0.6241
994.91,0.6242
995.03,0.6241
995.16,0.6240
995.28,0.6240
995.40,0.6240
995.52,0.6241
995.64,0.6241
995.77,0.6240
995.89,0.6240
996.01,0.6241
996.14,0.6241
996.26,0.6241
996.38,0.6241
996.50,0.6241
996.63,0.6242
996.75,0.6242
996.87,0.6242
996.99,0.6242
997.12,0.6242
997.25,0.6241
997.37,0.6241
997.49,0.6241
997.61,0.6241
997.74,0.6242
997.86,0.6242
997.98,0.6241
998.11,0.6242
998.22,0.6243
998.35,0.6243
998.47,0.6243
998.59,0.6244
998.72,0.6244
998.84,0.6244
998.96,0.6243
999.09,0.6244
999.21,0.6244
999.33,0.6244
999.46,0.6245
999.58,0.6245
999.70,0.6245
999.83,0.6245
999.95,0.6245
1000.07,0.6246
1000.19,0.6247
1000.31,0.6247
1000.44,0.6247
1000.56,0.6248
1000.68,0.6248
1000.81,0.6248
1000.93,0.6249
1001.05,0.6250
1001.18,0.6249
1001.30,0.6249
1001.42,0.6249
1001.54,0.6250
1001.67,0.6252
1001.79,0.6252
1001.91,0.6252
1002.03,0.6252
1002.15,0.6252
1002.28,0.6252
1002.40,0.6252
1002.53,0.6253
1002.65,0.6253
1002.77,0.6253
1002.89,0.6253
1003.01,0.6253
1003.13,0.6253
1003.26,0.6253
1003.38,0.6253
1003.51,0.6252
1003.63,0.6252
1003.75,0.6253
1003.88,0.6252
1004.00,0.6252
1004.12,0.6252
1004.24,0.6252
1004.37,0.6252
1004.49,0.6252
1004.61,0.6253
1004.73,0.6253
1004.86,0.6254
1004.98,0.6254
1005.10,0.6255
1005.22,0.6254
1005.35,0.6254
1005.47,0.6254
1005.59,0.6255
1005.72,0.6255
1005.84,0.6255
1005.96,0.6254
1006.08,0.6255
1006.20,0.6255
1006.33,0.6255
1006.45,0.6254
1006.57,0.6253
1006.70,0.6253
1006.82,0.6254
1006.94,0.6254
1007.06,0.6254
1007.18,0.6254
1007.31,0.6254
1007.43,0.6253
1007.55,0.6253
1007.68,0.6252
1007.80,0.6252
1007.92,0.6252
1008.04,0.6252
1008.16,0.6252
1008.29,0.6251
1008.41,0.6251
1008.54,0.6251
1008.66,0.6251
1008.78,0.6251
1008.91,0.6251
1009.03,0.6251
1009.15,0.6250
1009.27,0.6251
1009.40,0.6251
1009.52,0.6251
1009.64,0.6252
1009.76,0.6252
1009.89,0.6252
1010.01,0.6253
1010.14,0.6252
1010.26,0.6253
1010.38,0.6253
1010.50,0.6253
1010.62,0.6253
1010.75,0.6253
1010.87,0.6253
1010.99,0.6253
1011.12,0.6254
1011.24,0.6254
1011.36,0.6255
1011.49,0.6254
1011.61,0.6255
1011.73,0.6255
1011.85,0.6256
1011.97,0.6256
1012.10,0.6256
1012.22,0.6256
1012.34,0.6256
1012.46,0.6256
1012.59,0.6256
1012.71,0.6257
1012.83,0.6258
1012.95,0.6258
1013.08,0.6259
1013.20,0.6258
1013.32,0.6259
1013.44,0.6260
1013.56,0.6260
1013.69,0.6260
1013.82,0.6260
1013.94,0.6260
1014.06,0.6261
1014.18,0.6261
1014.30,0.6262
1014.43,0.6262
1014.55,0.6261
1014.67,0.6262
1014.79,0.6262
1014.92,0.6263
1015.04,0.6263
1015.16,0.6264
1015.29,0.6264
1015.41,0.6264
1015.53,0.6264
1015.65,0.6264
1015.77,0.6264
1015.89,0.6264
1016.02,0.6265
1016.14,0.6265
1016.27,0.6266
1016.39,0.6266
1016.51,0.6268
1016.63,0.6267
1016.75,0.6267
1016.88,0.6268
1017.00,0.6268
1017.13,0.6269
1017.25,0.6268
1017.37,0.6269
1017.50,0.6269
1017.62,0.6269
1017.74,0.6270
1017.86,0.6270
1017.98,0.6270
1018.11,0.6270
1018.23,0.6271
1018.35,0.6271
1018.47,0.6271
1018.59,0.6271
1018.72,0.6271
1018.84,0.6271
1018.97,0.6272
1019.09,0.6271
1019.21,0.6271
1019.33,0.6271
1019.45,0.6271
1019.58,0.6272
1019.70,0.6271
1019.82,0.6271
1019.95,0.6272
1020.07,0.6272
1020.19,0.6272
1020.32,0.6271
1020.44,0.6271
1020.56,0.6271
1020.68,0.6270
1020.80,0.6270
1020.93,0.6270
1021.05,0.6270
1021.17,0.6271
1021.30,0.6271
1021.42,0.6271
1021.54,0.6271
1021.67,0.6271
1021.79,0.6271
1021.91,0.6272
1022.03,0.6272
1022.16,0.6271
1022.28,0.6271
1022.40,0.6271
1022.52,0.6271
1022.64,0.6272
1022.77,0.6271
1022.89,0.6272
1023.01,0.6273
1023.13,0.6274
1023.26,0.6275
1023.38,0.6275
1023.50,0.6276
1023.63,0.6276
1023.75,0.6276
1023.88,0.6276
1024.00,0.6277
1024.12,0.6278
1024.24,0.6277
1024.36,0.6278
1024.49,0.6279
1024.61,0.6280
1024.73,0.6281
1024.85,0.6281
1024.98,0.6281
1025.10,0.6282
1025.22,0.6283
1025.35,0.6283
1025.47,0.6283
1025.59,0.6283
1025.71,0.6283
1025.84,0.6284
1025.96,0.6284
1026.08,0.6284
1026.20,0.6284
1026.33,0.6285
1026.45,0.6286
1026.58,0.6287
1026.70,0.6287
1026.82,0.6287
1026.94,0.6287
1027.06,0.6287
1027.19,0.6287
1027.31,0.6288
1027.43,0.6289
1027.55,0.6288
1027.68,0.6288
1027.80,0.6288
1027.92,0.6289
1028.05,0.6289
1028.17,0.6289
1028.29,0.6290
1028.41,0.6289
1028.54,0.6290
1028.66,0.6290
1028.78,0.6291
1028.90,0.6291
1029.03,0.6290
1029.15,0.6291
1029.27,0.6292
1029.39,0.6293
1029.52,0.6294
1029.64,0.6294
1029.77,0.6295
1029.88,0.6295
1030.01,0.6294
1030.13,0.6295
1030.26,0.6296
1030.38,0.6296
1030.50,0.6297
1030.63,0.6297
1030.75,0.6297
1030.87,0.6298
1030.99,0.6298
1031.12,0.6299
1031.24,0.6300
1031.36,0.6300
1031.48,0.6300
1031.61,0.6301
1031.73,0.6302
1031.85,0.6303
1031.97,0.6303
1032.10,0.6304
1032.22,0.6304
1032.34,0.6305
1032.46,0.6306
1032.59,0.6306
1032.71,0.6307
1032.84,0.6307
1032.96,0.6307
1033.08,0.6308
1033.20,0.6308
1033.32,0.6308
1033.45,0.6309
1033.57,0.6308
1033.69,0.6308
1033.81,0.6309
1033.94,0.6309
1034.06,0.6309
1034.18,0.6309
1034.30,0.6310
1034.42,0.6310
1034.55,0.6310
1034.68,0.6311
1034.80,0.6311
1034.92,0.6312
1035.04,0.6312
1035.17,0.6312
1035.29,0.6312
1035.41,0.6313
1035.53,0.6312
1035.65,0.6312
1035.78,0.6313
1035.90,0.6313
1036.02,0.6313
1036.14,0.6314
1036.27,0.6314
1036.39,0.6314
1036.51,0.6314
1036.64,0.6315
1036.76,0.6315
1036.88,0.6315
1037.01,0.6315
1037.13,0.6316
1037.25,0.6315
1037.37,0.6317
1037.49,0.6317
1037.62,0.6318
1037.75,0.6319
1037.87,0.6319
1037.99,0.6319
1038.11,0.6319
1038.23,0.6319
1038.35,0.6318
1038.47,0.6317
1038.60,0.6317
1038.72,0.6317
1038.84,0.6317
1038.96,0.6317
1039.09,0.6316
1039.21,0.6316
1039.33,0.6315
1039.45,0.6315
1039.57,0.6315
1039.70,0.6314
1039.82,0.6315
1039.95,0.6314
1040.07,0.6313
1040.19,0.6313
1040.31,0.6314
1040.44,0.6314
1040.56,0.6314
1040.69,0.6314
1040.80,0.6314
1040.93,0.6314
1041.05,0.6314
1041.17,0.6314
1041.29,0.6315
1041.42,0.6315
1041.54,0.6315
1041.67,0.6316
1041.79,0.6316
1041.91,0.6317
1042.03,0.6318
1042.15,0.6320
1042.27,0.6321
1042.40,0.6321
1042.52,0.6322
1042.64,0.6322
1042.77,0.6323
1042.89,0.6323
1043.02,0.6323
1043.14,0.6323
1043.26,0.6324
1043.38,0.6325
1043.50,0.6325
1043.63,0.6325
1043.74,0.6326
1043.86,0.6326
1043.99,0.6327
1044.12,0.6327
1044.24,0.6328
1044.36,0.6328
1044.48,0.6328
1044.61,0.6328
1044.73,0.6328
1044.85,0.6328
1044.97,0.6328
1045.09,0.6329
1045.22,0.6329
1045.34,0.6330
1045.47,0.6330
